consumption_id,icp_id,retailer_id,price_category_code,region,billing_month,billing_period_start,billing_period_end,icp_days,price_year,expected_delivery_charge_unrounded,component_count,expected_delivery_charge,data_origin
ICP000068-202605,ICP000068,RET004,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,57.259608799999995,6,57.26,Calculated from public prices and simulated quantities
ICP000069-202605,ICP000069,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,51.41365534,6,51.41,Calculated from public prices and simulated quantities
ICP000070-202605,ICP000070,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,48.46883575,6,48.47,Calculated from public prices and simulated quantities
ICP000071-202605,ICP000071,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,61.64102568,6,61.64,Calculated from public prices and simulated quantities
ICP000072-202605,ICP000072,RET004,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,129.06126247,6,129.06,Calculated from public prices and simulated quantities
ICP000073-202605,ICP000073,RET002,RSC,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,95.53757372000001,6,95.54,Calculated from public prices and simulated quantities
ICP000074-202605,ICP000074,RET003,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,95.29221475,6,95.29,Calculated from public prices and simulated quantities
ICP000075-202605,ICP000075,RET003,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,68.07499967999999,6,68.07,Calculated from public prices and simulated quantities
ICP000076-202605,ICP000076,RET003,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,91.19742282,6,91.2,Calculated from public prices and simulated quantities
ICP000077-202605,ICP000077,RET002,RES,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,81.13109787,6,81.13,Calculated from public prices and simulated quantities
ICP000078-202605,ICP000078,RET003,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,93.37921718,6,93.38,Calculated from public prices and simulated quantities
ICP000079-202605,ICP000079,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,81.25193727,6,81.25,Calculated from public prices and simulated quantities
ICP000080-202605,ICP000080,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,64.98117758,6,64.98,Calculated from public prices and simulated quantities
ICP000081-202605,ICP000081,RET003,RSU,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,96.7666189,6,96.77,Calculated from public prices and simulated quantities
ICP000082-202605,ICP000082,RET003,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,66.98149587,6,66.98,Calculated from public prices and simulated quantities
ICP000083-202605,ICP000083,RET003,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,104.73123577,6,104.73,Calculated from public prices and simulated quantities
ICP000084-202605,ICP000084,RET004,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,77.51842955000001,6,77.52,Calculated from public prices and simulated quantities
ICP000085-202605,ICP000085,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,65.26303401999999,6,65.26,Calculated from public prices and simulated quantities
ICP000086-202605,ICP000086,RET004,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,54.870574239999996,6,54.87,Calculated from public prices and simulated quantities
ICP000087-202605,ICP000087,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,93.94621701999999,6,93.95,Calculated from public prices and simulated quantities
ICP000088-202605,ICP000088,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,55.040631809999994,6,55.04,Calculated from public prices and simulated quantities
ICP000089-202605,ICP000089,RET004,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,87.73115313,6,87.73,Calculated from public prices and simulated quantities
ICP000090-202605,ICP000090,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,69.01314344,6,69.01,Calculated from public prices and simulated quantities
ICP000091-202605,ICP000091,RET004,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,97.06776726,6,97.07,Calculated from public prices and simulated quantities
ICP000092-202605,ICP000092,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,78.27693184,6,78.28,Calculated from public prices and simulated quantities
ICP000093-202605,ICP000093,RET005,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,109.3566593,6,109.36,Calculated from public prices and simulated quantities
ICP000094-202605,ICP000094,RET005,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,95.53951158000001,6,95.54,Calculated from public prices and simulated quantities
ICP000095-202605,ICP000095,RET001,RES,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,50.61401393,6,50.61,Calculated from public prices and simulated quantities
ICP000096-202605,ICP000096,RET002,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,108.4994289,6,108.5,Calculated from public prices and simulated quantities
ICP000097-202605,ICP000097,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,84.77620892,6,84.78,Calculated from public prices and simulated quantities
ICP000098-202605,ICP000098,RET005,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,58.80242784,6,58.8,Calculated from public prices and simulated quantities
ICP000099-202605,ICP000099,RET003,RSC,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,90.95220029000001,6,90.95,Calculated from public prices and simulated quantities
ICP000100-202605,ICP000100,RET003,RSC,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,88.299232,6,88.3,Calculated from public prices and simulated quantities
ICP000101-202605,ICP000101,RET003,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,52.817636719999996,6,52.82,Calculated from public prices and simulated quantities
ICP000102-202605,ICP000102,RET001,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,140.84504089,6,140.85,Calculated from public prices and simulated quantities
ICP000103-202605,ICP000103,RET002,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,85.42816165,6,85.43,Calculated from public prices and simulated quantities
ICP000104-202605,ICP000104,RET005,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,81.96322963,6,81.96,Calculated from public prices and simulated quantities
ICP000105-202605,ICP000105,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,128.97300017999999,6,128.97,Calculated from public prices and simulated quantities
ICP000106-202605,ICP000106,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,48.994156759999996,6,48.99,Calculated from public prices and simulated quantities
ICP000107-202605,ICP000107,RET004,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,69.5917611,6,69.59,Calculated from public prices and simulated quantities
ICP000108-202605,ICP000108,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,60.54418182,6,60.54,Calculated from public prices and simulated quantities
ICP000109-202605,ICP000109,RET001,RSC,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,85.83960716,6,85.84,Calculated from public prices and simulated quantities
ICP000110-202605,ICP000110,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,59.12320921,6,59.12,Calculated from public prices and simulated quantities
ICP000111-202605,ICP000111,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,88.00428486999999,6,88.0,Calculated from public prices and simulated quantities
ICP000112-202605,ICP000112,RET003,RSU,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,87.19048427999999,6,87.19,Calculated from public prices and simulated quantities
ICP000113-202605,ICP000113,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,92.55804687,6,92.56,Calculated from public prices and simulated quantities
ICP000114-202605,ICP000114,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,82.07015039,6,82.07,Calculated from public prices and simulated quantities
ICP000115-202605,ICP000115,RET004,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,85.01487549,6,85.01,Calculated from public prices and simulated quantities
ICP000116-202605,ICP000116,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,71.98724493,6,71.99,Calculated from public prices and simulated quantities
ICP000117-202605,ICP000117,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,55.52920548,6,55.53,Calculated from public prices and simulated quantities
ICP000118-202605,ICP000118,RET003,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,71.64373112999999,6,71.64,Calculated from public prices and simulated quantities
ICP000119-202605,ICP000119,RET004,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,77.41745793,6,77.42,Calculated from public prices and simulated quantities
ICP000120-202605,ICP000120,RET004,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,94.99876695,6,95.0,Calculated from public prices and simulated quantities
ICP000121-202605,ICP000121,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,62.27920556,6,62.28,Calculated from public prices and simulated quantities
ICP000122-202605,ICP000122,RET005,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,65.3909051,6,65.39,Calculated from public prices and simulated quantities
ICP000123-202605,ICP000123,RET005,RSU,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,92.95114086999999,6,92.95,Calculated from public prices and simulated quantities
ICP000124-202605,ICP000124,RET004,RES,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,75.97664119000001,6,75.98,Calculated from public prices and simulated quantities
ICP000125-202605,ICP000125,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,114.92213673,6,114.92,Calculated from public prices and simulated quantities
ICP000126-202605,ICP000126,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,92.89414161,6,92.89,Calculated from public prices and simulated quantities
ICP000127-202605,ICP000127,RET001,RSU,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,101.12124838999999,6,101.12,Calculated from public prices and simulated quantities
ICP000128-202605,ICP000128,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,68.85626078,6,68.86,Calculated from public prices and simulated quantities
ICP000129-202605,ICP000129,RET002,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,61.124061250000004,6,61.12,Calculated from public prices and simulated quantities
ICP000130-202605,ICP000130,RET001,RSU,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,102.86833168999999,6,102.87,Calculated from public prices and simulated quantities
ICP000131-202605,ICP000131,RET001,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,89.16113004,6,89.16,Calculated from public prices and simulated quantities
ICP000132-202605,ICP000132,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,52.41789799,6,52.42,Calculated from public prices and simulated quantities
ICP000133-202605,ICP000133,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,61.34820803,6,61.35,Calculated from public prices and simulated quantities
ICP000134-202605,ICP000134,RET004,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,72.71733582,6,72.72,Calculated from public prices and simulated quantities
ICP000135-202605,ICP000135,RET001,RSC,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,144.22365412,6,144.22,Calculated from public prices and simulated quantities
ICP000136-202605,ICP000136,RET001,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,91.97387878,6,91.97,Calculated from public prices and simulated quantities
ICP000137-202605,ICP000137,RET004,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,54.19611467,6,54.2,Calculated from public prices and simulated quantities
ICP000138-202605,ICP000138,RET001,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,63.15791121,6,63.16,Calculated from public prices and simulated quantities
ICP000139-202605,ICP000139,RET003,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,68.65126828999999,6,68.65,Calculated from public prices and simulated quantities
ICP000140-202605,ICP000140,RET002,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,88.56114909,6,88.56,Calculated from public prices and simulated quantities
ICP000141-202605,ICP000141,RET002,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,62.62840736,6,62.63,Calculated from public prices and simulated quantities
ICP000142-202605,ICP000142,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,57.62226609,6,57.62,Calculated from public prices and simulated quantities
ICP000143-202605,ICP000143,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,58.743879449999994,6,58.74,Calculated from public prices and simulated quantities
ICP000144-202605,ICP000144,RET001,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,116.77131879000001,6,116.77,Calculated from public prices and simulated quantities
ICP000145-202605,ICP000145,RET004,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,58.76724067,6,58.77,Calculated from public prices and simulated quantities
ICP000146-202605,ICP000146,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,64.60913596,6,64.61,Calculated from public prices and simulated quantities
ICP000147-202605,ICP000147,RET003,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,82.51870164000002,6,82.52,Calculated from public prices and simulated quantities
ICP000148-202605,ICP000148,RET005,URES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,50.72896205000001,6,50.73,Calculated from public prices and simulated quantities
ICP000149-202605,ICP000149,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,71.34671521,6,71.35,Calculated from public prices and simulated quantities
ICP000150-202605,ICP000150,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,92.70051022,6,92.7,Calculated from public prices and simulated quantities
ICP000151-202605,ICP000151,RET003,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,112.14790465000002,6,112.15,Calculated from public prices and simulated quantities
ICP000152-202605,ICP000152,RET002,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,75.54373022,6,75.54,Calculated from public prices and simulated quantities
ICP000153-202605,ICP000153,RET003,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,63.78605942,6,63.79,Calculated from public prices and simulated quantities
ICP000154-202605,ICP000154,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,59.0856461,6,59.09,Calculated from public prices and simulated quantities
ICP000155-202605,ICP000155,RET004,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,72.39270003,6,72.39,Calculated from public prices and simulated quantities
ICP000156-202605,ICP000156,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,78.55798700999999,6,78.56,Calculated from public prices and simulated quantities
ICP000157-202605,ICP000157,RET005,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,105.03810273,6,105.04,Calculated from public prices and simulated quantities
ICP000158-202605,ICP000158,RET005,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,95.30942160999999,6,95.31,Calculated from public prices and simulated quantities
ICP000159-202605,ICP000159,RET001,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,132.14774879,6,132.15,Calculated from public prices and simulated quantities
ICP000160-202605,ICP000160,RET003,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,96.98214128000001,6,96.98,Calculated from public prices and simulated quantities
ICP000161-202605,ICP000161,RET003,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,49.210969999999996,6,49.21,Calculated from public prices and simulated quantities
ICP000162-202605,ICP000162,RET001,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,72.38539717,6,72.39,Calculated from public prices and simulated quantities
ICP000163-202605,ICP000163,RET003,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,55.31282212,6,55.31,Calculated from public prices and simulated quantities
ICP000164-202605,ICP000164,RET001,RSU,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,121.25680917,6,121.26,Calculated from public prices and simulated quantities
ICP000165-202605,ICP000165,RET001,RSC,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,95.49442606000001,6,95.49,Calculated from public prices and simulated quantities
ICP000166-202605,ICP000166,RET005,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,109.1597326,6,109.16,Calculated from public prices and simulated quantities
ICP000167-202605,ICP000167,RET002,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,147.05464734999998,6,147.05,Calculated from public prices and simulated quantities
ICP000168-202605,ICP000168,RET001,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,69.66180113,6,69.66,Calculated from public prices and simulated quantities
ICP000169-202605,ICP000169,RET005,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,64.3983092,6,64.4,Calculated from public prices and simulated quantities
ICP000170-202605,ICP000170,RET003,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,65.88328643,6,65.88,Calculated from public prices and simulated quantities
ICP000171-202605,ICP000171,RET002,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,59.58767179,6,59.59,Calculated from public prices and simulated quantities
ICP000172-202605,ICP000172,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,54.08449652,6,54.08,Calculated from public prices and simulated quantities
ICP000173-202605,ICP000173,RET004,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,67.80328788,6,67.8,Calculated from public prices and simulated quantities
ICP000174-202605,ICP000174,RET005,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,84.70693985,6,84.71,Calculated from public prices and simulated quantities
ICP000175-202605,ICP000175,RET003,RSC,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,130.66922912,6,130.67,Calculated from public prices and simulated quantities
ICP000176-202605,ICP000176,RET005,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,100.09007380000001,6,100.09,Calculated from public prices and simulated quantities
ICP000177-202605,ICP000177,RET003,RSC,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,86.70411799,6,86.7,Calculated from public prices and simulated quantities
ICP000178-202605,ICP000178,RET004,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,78.8364088,6,78.84,Calculated from public prices and simulated quantities
ICP000179-202605,ICP000179,RET001,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,80.31424429,6,80.31,Calculated from public prices and simulated quantities
ICP000180-202605,ICP000180,RET005,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,67.19498697,6,67.19,Calculated from public prices and simulated quantities
ICP000181-202605,ICP000181,RET002,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,84.75118662,6,84.75,Calculated from public prices and simulated quantities
ICP000182-202605,ICP000182,RET002,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,88.47310326,6,88.47,Calculated from public prices and simulated quantities
ICP000183-202605,ICP000183,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,89.62226749999999,6,89.62,Calculated from public prices and simulated quantities
ICP000184-202605,ICP000184,RET002,RES,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,160.94911445,6,160.95,Calculated from public prices and simulated quantities
ICP000185-202605,ICP000185,RET004,RES,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,73.80931633,6,73.81,Calculated from public prices and simulated quantities
ICP000186-202605,ICP000186,RET002,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,118.27912934,6,118.28,Calculated from public prices and simulated quantities
ICP000187-202605,ICP000187,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,56.979262039999995,6,56.98,Calculated from public prices and simulated quantities
ICP000188-202605,ICP000188,RET004,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,73.86730708,6,73.87,Calculated from public prices and simulated quantities
ICP000189-202605,ICP000189,RET005,RSC,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,122.14833813,6,122.15,Calculated from public prices and simulated quantities
ICP000190-202605,ICP000190,RET005,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,79.6986593,6,79.7,Calculated from public prices and simulated quantities
ICP000191-202605,ICP000191,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,66.88301304,6,66.88,Calculated from public prices and simulated quantities
ICP000192-202605,ICP000192,RET002,RES,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,97.41510197999999,6,97.42,Calculated from public prices and simulated quantities
ICP000193-202605,ICP000193,RET004,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,81.01310483,6,81.01,Calculated from public prices and simulated quantities
ICP000194-202605,ICP000194,RET002,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,120.5348913,6,120.53,Calculated from public prices and simulated quantities
ICP000195-202605,ICP000195,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,90.8704937,6,90.87,Calculated from public prices and simulated quantities
ICP000196-202605,ICP000196,RET002,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,52.83605969,6,52.84,Calculated from public prices and simulated quantities
ICP000197-202605,ICP000197,RET004,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,64.77708856,6,64.78,Calculated from public prices and simulated quantities
ICP000198-202605,ICP000198,RET002,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,45.238689519999994,6,45.24,Calculated from public prices and simulated quantities
ICP000199-202605,ICP000199,RET003,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,85.85909667,6,85.86,Calculated from public prices and simulated quantities
ICP000200-202605,ICP000200,RET002,RES,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,61.48152278,6,61.48,Calculated from public prices and simulated quantities
ICP000201-202605,ICP000201,RET001,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,58.298955570000004,6,58.3,Calculated from public prices and simulated quantities
ICP000202-202605,ICP000202,RET005,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,96.99458978999999,6,96.99,Calculated from public prices and simulated quantities
ICP000203-202605,ICP000203,RET004,URES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,71.07949827,6,71.08,Calculated from public prices and simulated quantities
ICP000204-202605,ICP000204,RET005,RSU,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,102.17111738,6,102.17,Calculated from public prices and simulated quantities
ICP000205-202605,ICP000205,RET005,URES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,86.20591270999999,6,86.21,Calculated from public prices and simulated quantities
ICP000206-202605,ICP000206,RET001,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,95.95431923000001,6,95.95,Calculated from public prices and simulated quantities
ICP000207-202605,ICP000207,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,84.13718725,6,84.14,Calculated from public prices and simulated quantities
ICP000208-202605,ICP000208,RET003,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,109.5388997,6,109.54,Calculated from public prices and simulated quantities
ICP000209-202605,ICP000209,RET001,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,56.017796399999995,6,56.02,Calculated from public prices and simulated quantities
ICP000210-202605,ICP000210,RET003,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,68.35118399,6,68.35,Calculated from public prices and simulated quantities
ICP000211-202605,ICP000211,RET002,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,92.63031208,6,92.63,Calculated from public prices and simulated quantities
ICP000212-202605,ICP000212,RET002,RES,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,90.30198673,6,90.3,Calculated from public prices and simulated quantities
ICP000213-202605,ICP000213,RET002,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,99.66642078,6,99.67,Calculated from public prices and simulated quantities
ICP000214-202605,ICP000214,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,90.83086486,6,90.83,Calculated from public prices and simulated quantities
ICP000215-202605,ICP000215,RET004,RES,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,57.652690199999995,6,57.65,Calculated from public prices and simulated quantities
ICP000216-202605,ICP000216,RET003,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,90.33076181,6,90.33,Calculated from public prices and simulated quantities
ICP000217-202605,ICP000217,RET001,RES,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,102.71015272,6,102.71,Calculated from public prices and simulated quantities
ICP000218-202605,ICP000218,RET005,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,80.58219436,6,80.58,Calculated from public prices and simulated quantities
ICP000219-202605,ICP000219,RET005,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,116.41938613,6,116.42,Calculated from public prices and simulated quantities
ICP000220-202605,ICP000220,RET004,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,58.49376308,6,58.49,Calculated from public prices and simulated quantities
ICP000221-202605,ICP000221,RET001,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,115.25933777,6,115.26,Calculated from public prices and simulated quantities
ICP000222-202605,ICP000222,RET002,RES,Selwyn,2026-05,2026-05-01,2026-05-31,31,2026,79.74380687,6,79.74,Calculated from public prices and simulated quantities
ICP000223-202605,ICP000223,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,95.27203742,6,95.27,Calculated from public prices and simulated quantities
ICP000224-202605,ICP000224,RET001,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,111.25126464,6,111.25,Calculated from public prices and simulated quantities
ICP000225-202605,ICP000225,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,72.27236983,6,72.27,Calculated from public prices and simulated quantities
ICP000226-202605,ICP000226,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,80.08115839,6,80.08,Calculated from public prices and simulated quantities
ICP000227-202605,ICP000227,RET001,RSC,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,130.85414945,6,130.85,Calculated from public prices and simulated quantities
ICP000228-202605,ICP000228,RET001,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,67.58346412,6,67.58,Calculated from public prices and simulated quantities
ICP000229-202605,ICP000229,RET002,URES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,68.71243215,6,68.71,Calculated from public prices and simulated quantities
ICP000230-202605,ICP000230,RET003,RES,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,68.96691909,6,68.97,Calculated from public prices and simulated quantities
ICP000231-202605,ICP000231,RET004,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,66.47951512,6,66.48,Calculated from public prices and simulated quantities
ICP000232-202605,ICP000232,RET002,RES,Christchurch Urban,2026-05,2026-05-01,2026-05-31,31,2026,102.61870678,6,102.62,Calculated from public prices and simulated quantities
ICP000233-202605,ICP000233,RET002,RES,Central Canterbury Rural,2026-05,2026-05-01,2026-05-31,31,2026,61.13903711,6,61.14,Calculated from public prices and simulated quantities
